user_id,name,city,segment,dietary_preference,veg_days,rfm_recency,rfm_frequency,rfm_monetary,order_count,avg_order_value,favourite_cuisines
U04363,Xavier Borde,Hyderabad,Premium,none,[],5,14,1011,30,827,"[""Mughlai"", ""Cafe""]"
U04364,Kashvi Bhattacharyya,Lucknow,Occasional,none,[],31,3,407,5,266,"[""Cafe"", ""Street Food""]"
U04365,Warjas Chahal,Mumbai,Budget,non-veg,"[4, 6]",7,11,151,27,295,"[""Mughlai"", ""Continental"", ""Italian""]"
U04366,Aditya Arya,Chennai,Budget,non-veg,"[0, 4]",6,21,152,39,278,"[""Cafe""]"
U04367,Ekavir Dugal,Mumbai,Occasional,non-veg,[0],10,1,284,1,323,"[""Desserts & Bakery"", ""North Indian""]"
U04368,Ganga Cherian,Delhi,Budget,non-veg,[],6,13,296,15,268,"[""Street Food"", ""Cafe"", ""North Indian""]"
U04369,Daksh Dewan,Mumbai,Family,non-veg,[3],2,8,592,35,802,"[""South Indian"", ""Desserts & Bakery"", ""Biryani""]"
U04370,Finn Grewal,Kolkata,Family,non-veg,[],9,17,1263,18,826,"[""Cafe"", ""Chinese""]"
U04371,Gavin Aggarwal,Hyderabad,Family,non-veg,[5],6,10,760,28,1186,"[""Chinese""]"
U04372,Viraj Kade,Ahmedabad,Occasional,non-veg,[],23,1,575,1,401,"[""Continental"", ""Mughlai"", ""Biryani""]"
U04373,Fariq Ram,Bangalore,Occasional,veg,[],12,4,486,3,221,"[""North Indian"", ""Street Food""]"
U04374,Reyansh Soni,Bangalore,Premium,non-veg,[],1,13,1074,29,796,"[""South Indian"", ""Cafe"", ""Street Food""]"
U04375,Warhi Grewal,Chennai,Budget,none,"[1, 4]",2,14,197,48,200,"[""Italian"", ""North Indian"", ""Street Food""]"
U04376,Bhavna Bhat,Pune,Budget,veg,"[0, 4]",9,18,257,48,276,"[""Mughlai""]"
U04377,Qasim Tripathi,Chennai,Family,non-veg,[6],9,13,1299,31,616,"[""Cafe""]"
U04378,Fariq Goda,Mumbai,Family,non-veg,"[5, 6]",9,18,1467,15,561,"[""Continental"", ""Italian""]"
U04379,Adya Dhawan,Hyderabad,Family,non-veg,[],2,11,530,16,767,"[""Desserts & Bakery""]"
U04380,Jatin Borra,Hyderabad,Occasional,none,[],12,4,444,4,295,"[""Italian"", ""Chinese"", ""Cafe""]"
U04381,Rachit Nagy,Chennai,Occasional,none,[3],16,3,312,6,258,"[""Italian"", ""Mughlai""]"
U04382,Nicholas Rana,Bangalore,Premium,non-veg,[],2,7,983,10,641,"[""Chinese"", ""Desserts & Bakery"", ""Italian""]"
U04383,Nitara Toor,Hyderabad,Budget,veg,[],7,23,293,31,232,"[""North Indian"", ""Chinese""]"
U04384,Tejas Sandhu,Hyderabad,Premium,non-veg,[4],1,6,533,18,761,"[""Cafe"", ""North Indian"", ""Street Food""]"
U04385,Hemani Khosla,Delhi,Health,none,[],13,7,486,22,327,"[""Mughlai""]"
U04386,Zayan Manda,Chennai,Budget,none,[3],9,20,237,24,239,"[""South Indian""]"
U04387,Dhruv Bhatia,Mumbai,Occasional,veg,[2],25,4,471,2,317,"[""Biryani"", ""Continental""]"
U04388,Wakeeta Padmanabhan,Delhi,Health,veg,[6],13,10,679,15,426,"[""Continental"", ""Desserts & Bakery""]"
U04389,Qushi Buch,Jaipur,Budget,veg,"[0, 4, 5]",2,23,223,25,277,"[""Cafe"", ""Biryani""]"
U04390,Advik Chakrabarti,Chennai,Budget,veg,"[1, 3]",4,24,281,29,238,"[""Biryani"", ""Cafe""]"
U04391,Janaki Bhatti,Pune,Occasional,veg,[6],23,3,284,5,291,"[""North Indian"", ""Desserts & Bakery"", ""Biryani""]"
U04392,Eiravati Seshadri,Delhi,Budget,veg,[],9,14,327,44,186,"[""Continental""]"
U04393,Varsha Prabhakar,Chennai,Family,non-veg,[3],3,19,935,24,759,"[""Street Food""]"
U04394,Charita Suresh,Mumbai,Health,veg,[],9,12,686,12,557,"[""Cafe""]"
U04395,Ranveer Kari,Hyderabad,Budget,non-veg,[6],7,11,193,26,172,"[""North Indian"", ""Street Food""]"
U04396,Brijesh Pandit,Pune,Occasional,non-veg,[],41,1,278,4,431,"[""Continental"", ""Chinese""]"
U04397,Udyati Shenoy,Chennai,Occasional,non-veg,[],40,4,395,6,485,"[""Desserts & Bakery"", ""Biryani""]"
U04398,Neha Sheth,Bangalore,Premium,veg,"[2, 3, 6]",3,7,1144,33,512,"[""Chinese""]"
U04399,Sneha Dua,Mumbai,Health,none,[],4,8,415,20,586,"[""Mughlai"", ""Cafe""]"
U04400,Lekha Saini,Bangalore,Health,non-veg,[],1,13,329,8,369,"[""North Indian""]"
U04401,Liam Nadig,Mumbai,Budget,none,[],2,27,198,41,176,"[""Italian"", ""Mughlai"", ""Cafe""]"
U04402,Manthan Ratta,Mumbai,Premium,none,[],2,5,685,34,550,"[""Desserts & Bakery""]"
U04403,Akshay Saraf,Jaipur,Occasional,none,[],31,4,327,5,373,"[""Cafe"", ""North Indian""]"
U04404,Matthew Gour,Mumbai,Occasional,veg,[],17,3,473,1,291,"[""North Indian"", ""Street Food"", ""Desserts & Bakery""]"
U04405,Girish Babu,Pune,Health,non-veg,[],11,14,684,24,506,"[""North Indian"", ""Continental""]"
U04406,Urmi Doctor,Chennai,Premium,veg,[],5,11,1040,27,794,"[""South Indian"", ""Italian"", ""Mughlai""]"
U04407,Geetika Hora,Hyderabad,Family,veg,[],5,15,1098,23,743,"[""North Indian"", ""Desserts & Bakery"", ""South Indian""]"
U04408,Widisha Ramanathan,Delhi,Premium,non-veg,[],1,18,927,22,730,"[""Chinese"", ""Continental"", ""Street Food""]"
U04409,Chavvi Mall,Delhi,Family,none,"[4, 5]",6,18,1313,15,868,"[""Continental"", ""Biryani""]"
U04410,Ranveer Sur,Bangalore,Budget,non-veg,"[4, 5, 6]",2,23,316,49,272,"[""Continental"", ""South Indian""]"
U04411,Rachita Saran,Pune,Family,veg,[],9,12,979,18,1084,"[""Biryani"", ""Street Food"", ""North Indian""]"
U04412,Vinaya Bhasin,Kolkata,Budget,non-veg,[0],3,17,228,25,244,"[""North Indian""]"
U04413,Hitesh Bhavsar,Mumbai,Occasional,veg,"[1, 3]",34,4,227,2,257,"[""South Indian"", ""Desserts & Bakery""]"
U04414,Vansha Mann,Mumbai,Budget,veg,[2],7,27,200,25,183,"[""Chinese"", ""Continental""]"
U04415,Wahab Venkataraman,Bangalore,Family,non-veg,[],7,19,1375,26,871,"[""Italian""]"
U04416,Tarak Saha,Kolkata,Family,non-veg,[],1,10,1390,21,1085,"[""Mughlai"", ""Chinese""]"
U04417,Agastya Morar,Mumbai,Budget,non-veg,"[1, 3]",4,16,171,23,217,"[""Italian"", ""Cafe"", ""Desserts & Bakery""]"
U04418,Hamsini Mukhopadhyay,Delhi,Occasional,none,[6],43,1,257,1,371,"[""Mughlai"", ""Desserts & Bakery"", ""Biryani""]"
U04419,Jairaj Dayal,Hyderabad,Budget,non-veg,[],6,28,178,24,241,"[""Cafe""]"
U04420,Harita Prakash,Ahmedabad,Occasional,non-veg,"[0, 2]",16,2,331,6,241,"[""South Indian""]"
U04421,Kala Solanki,Mumbai,Family,veg,"[3, 4, 6]",4,15,1211,22,1065,"[""Mughlai"", ""South Indian"", ""Italian""]"
U04422,Andrew Sekhon,Jaipur,Occasional,veg,[],23,1,396,4,452,"[""Mughlai"", ""Biryani""]"
U04423,Omisha Koshy,Mumbai,Occasional,veg,"[1, 2]",30,1,391,2,307,"[""Desserts & Bakery"", ""Mughlai"", ""Italian""]"
U04424,Eta Kaur,Bangalore,Budget,non-veg,[],2,27,214,19,202,"[""Biryani"", ""South Indian"", ""Chinese""]"
U04425,Vamakshi Mand,Delhi,Budget,non-veg,[],4,19,251,21,158,"[""Cafe"", ""Chinese""]"
U04426,Garima Hayer,Chennai,Occasional,veg,[],33,4,466,1,313,"[""Cafe"", ""Mughlai""]"
U04427,Ekanta Karnik,Hyderabad,Occasional,non-veg,[0],42,2,271,7,351,"[""Desserts & Bakery""]"
U04428,Zaid Suresh,Bangalore,Premium,veg,[],2,6,591,24,550,"[""North Indian"", ""Cafe"", ""Italian""]"
U04429,Anirudh Munshi,Bangalore,Occasional,non-veg,[],14,3,535,4,481,"[""Desserts & Bakery"", ""North Indian"", ""Chinese""]"
U04430,Leena Divan,Ahmedabad,Budget,non-veg,"[0, 5, 6]",5,11,230,43,280,"[""Street Food"", ""Cafe"", ""South Indian""]"
U04431,Finn Wadhwa,Delhi,Budget,non-veg,[4],5,21,204,25,177,"[""Street Food"", ""North Indian"", ""Mughlai""]"
U04432,Turvi Lata,Chennai,Family,non-veg,"[0, 4]",6,17,1499,38,839,"[""Desserts & Bakery""]"
U04433,Shivani Ramachandran,Hyderabad,Budget,non-veg,[],8,28,294,43,229,"[""Continental"", ""Chinese"", ""South Indian""]"
U04434,Anya Dhar,Pune,Occasional,none,"[0, 3, 4]",20,1,417,6,301,"[""Continental"", ""Mughlai""]"
U04435,Daniel Som,Mumbai,Budget,non-veg,[5],5,27,231,22,290,"[""Street Food"", ""South Indian"", ""Desserts & Bakery""]"
U04436,Udant Aggarwal,Bangalore,Premium,veg,[],4,13,838,24,903,"[""Continental"", ""Italian"", ""Desserts & Bakery""]"
U04437,Ishani Subramanian,Hyderabad,Family,veg,"[1, 5]",3,14,588,19,895,"[""Cafe"", ""Chinese"", ""Italian""]"
U04438,Anjali Nagarajan,Hyderabad,Budget,veg,[],1,13,337,24,162,"[""South Indian"", ""Desserts & Bakery"", ""Continental""]"
U04439,Dipta Yadav,Mumbai,Occasional,veg,"[2, 6]",23,3,264,4,392,"[""Desserts & Bakery""]"
U04440,Raghav Dara,Mumbai,Premium,veg,[],6,8,900,31,795,"[""Chinese"", ""North Indian"", ""Mughlai""]"
U04441,Darsh Hayer,Bangalore,Premium,non-veg,[3],6,14,677,13,835,"[""South Indian"", ""Street Food"", ""Mughlai""]"
U04442,Yuvraj Puri,Bangalore,Family,veg,[],2,16,930,35,847,"[""Italian""]"
U04443,Advay Misra,Chennai,Budget,veg,[2],5,22,307,28,229,"[""Mughlai"", ""Continental""]"
U04444,Samarth Dhawan,Bangalore,Budget,veg,[],6,20,221,22,253,"[""Italian"", ""Street Food""]"
U04445,Aryan Balakrishnan,Pune,Occasional,veg,[],32,3,378,5,438,"[""South Indian"", ""Cafe""]"
U04446,Farhan Pillay,Mumbai,Occasional,veg,[0],44,1,381,5,289,"[""Chinese"", ""Street Food"", ""Cafe""]"
U04447,Manbir Sekhon,Delhi,Occasional,veg,"[1, 3]",17,2,535,7,332,"[""Desserts & Bakery"", ""Continental"", ""Italian""]"
U04448,Naksh Sawhney,Delhi,Family,none,[5],5,17,870,19,803,"[""Cafe"", ""Italian""]"
U04449,Hritik Mahal,Mumbai,Family,veg,[],5,14,1359,19,611,"[""Mughlai"", ""Biryani"", ""Cafe""]"
U04450,Anya Hora,Pune,Budget,none,[],8,14,235,25,234,"[""North Indian"", ""Biryani""]"
U04451,Bhavani Gaba,Chennai,Health,vegan,[],13,13,570,11,425,"[""Chinese"", ""North Indian""]"
U04452,Ekantika Badal,Mumbai,Occasional,veg,"[2, 4, 5]",22,1,317,4,415,"[""Desserts & Bakery""]"
U04453,Charles Narain,Chennai,Budget,non-veg,[],2,15,164,26,288,"[""Street Food""]"
U04454,Jyoti Dhar,Pune,Occasional,non-veg,"[3, 4, 6]",25,1,594,6,268,"[""Desserts & Bakery"", ""Cafe""]"
U04455,Keya Bal,Chennai,Health,veg,[],5,5,531,24,358,"[""North Indian"", ""Chinese"", ""Mughlai""]"
U04456,Ekiya Randhawa,Bangalore,Budget,non-veg,[],2,25,323,24,176,"[""Mughlai""]"
U04457,Eta Banerjee,Mumbai,Budget,veg,"[2, 4, 6]",6,13,177,32,223,"[""Desserts & Bakery"", ""Street Food"", ""South Indian""]"
U04458,Ekiya Baral,Kolkata,Family,veg,[2],5,19,697,30,544,"[""Street Food"", ""Biryani""]"
U04459,Kevin Taneja,Delhi,Occasional,non-veg,"[3, 5]",13,4,463,3,333,"[""Continental"", ""Cafe""]"
U04460,Ekansh Dey,Kolkata,Budget,non-veg,[],9,21,311,38,238,"[""South Indian"", ""Cafe""]"
U04461,Harsh Virk,Bangalore,Occasional,none,"[1, 3, 6]",36,1,257,2,276,"[""Street Food"", ""South Indian"", ""Italian""]"
U04462,Wahab Chanda,Ahmedabad,Family,veg,[],9,19,514,28,745,"[""Cafe""]"
U04463,Ishanvi Nigam,Chennai,Budget,non-veg,[],5,10,299,43,218,"[""Desserts & Bakery"", ""Biryani"", ""North Indian""]"
U04464,Nitara Oza,Delhi,Occasional,veg,"[4, 6]",19,2,499,2,370,"[""Street Food""]"
U04465,Waida Rattan,Jaipur,Budget,veg,[],8,10,223,37,218,"[""Continental""]"
U04466,Omaja Randhawa,Delhi,Budget,veg,[3],5,17,314,21,238,"[""South Indian""]"
U04467,Gaurav Johal,Chennai,Occasional,non-veg,[],14,4,589,7,284,"[""Mughlai"", ""Street Food"", ""Italian""]"
U04468,Nathan D’Alia,Delhi,Budget,none,[],5,23,339,15,165,"[""Mughlai"", ""Continental""]"
U04469,Utkarsh Khatri,Hyderabad,Budget,non-veg,[],9,16,274,41,259,"[""Desserts & Bakery"", ""Biryani"", ""Mughlai""]"
U04470,Arjun Ben,Pune,Family,non-veg,[1],7,12,666,14,604,"[""Desserts & Bakery"", ""Italian""]"
U04471,Varenya Basak,Hyderabad,Budget,non-veg,[2],7,22,229,29,161,"[""Mughlai"", ""Street Food"", ""Cafe""]"
U04472,Theodore Kaul,Bangalore,Occasional,none,[],25,2,333,1,445,"[""Street Food""]"
U04473,Laksh Tella,Pune,Budget,non-veg,[4],3,15,209,40,153,"[""Mughlai""]"
U04474,Ekantika Ram,Chennai,Premium,veg,[],4,6,559,28,790,"[""Cafe""]"
U04475,Anirudh Uppal,Bangalore,Occasional,non-veg,[],32,1,512,4,390,"[""South Indian"", ""Biryani""]"
U04476,Waida Bajwa,Pune,Occasional,veg,[],16,1,303,5,437,"[""Chinese""]"
U04477,Ekansh Baria,Kolkata,Family,none,[4],5,8,976,21,715,"[""Italian"", ""Biryani""]"
U04478,Balendra Joshi,Mumbai,Occasional,veg,[3],13,3,435,7,222,"[""Continental""]"
U04479,Vyanjana Amble,Bangalore,Family,non-veg,[],7,10,1490,32,520,"[""Desserts & Bakery""]"
U04480,Faris Pillai,Kolkata,Family,non-veg,[2],4,17,1432,34,1153,"[""Cafe"", ""Desserts & Bakery"", ""Chinese""]"
U04481,Mekhala Kala,Mumbai,Budget,veg,[],4,19,309,35,299,"[""Desserts & Bakery"", ""Continental"", ""Italian""]"
U04482,Abhimanyu Manda,Mumbai,Budget,non-veg,[],7,22,345,17,188,"[""Chinese"", ""Desserts & Bakery""]"
U04483,Kavya Vaidya,Hyderabad,Premium,non-veg,"[2, 4]",5,14,553,16,706,"[""Street Food""]"
U04484,Nathaniel Jaggi,Delhi,Family,non-veg,[],3,13,521,29,569,"[""Cafe""]"
U04485,Gaurika Hayre,Hyderabad,Premium,veg,[],5,9,1027,30,967,"[""Cafe"", ""Biryani"", ""Street Food""]"
U04486,Abha Ramaswamy,Hyderabad,Occasional,none,[],13,1,501,2,432,"[""Continental""]"
U04487,Bhavika Seth,Bangalore,Family,veg,[],4,8,856,16,941,"[""Biryani"", ""North Indian"", ""Desserts & Bakery""]"
U04488,Sanaya Vala,Chennai,Budget,veg,[],1,25,156,31,295,"[""Desserts & Bakery""]"
U04489,Samarth Goyal,Delhi,Budget,none,"[2, 5]",7,26,204,22,218,"[""Italian"", ""Continental""]"
U04490,Benjamin Ram,Chennai,Health,veg,[3],12,5,485,21,458,"[""North Indian""]"
U04491,Samesh Iyengar,Bangalore,Budget,none,"[1, 5]",1,26,331,49,237,"[""South Indian"", ""Desserts & Bakery""]"
U04492,Tanish Mitter,Hyderabad,Occasional,non-veg,[],44,3,377,2,237,"[""South Indian"", ""North Indian""]"
U04493,Ubika Bhagat,Delhi,Family,non-veg,"[5, 6]",8,11,532,25,543,"[""Chinese"", ""Cafe"", ""Italian""]"
U04494,Zayyan Kalla,Chennai,Budget,veg,[],1,13,298,26,260,"[""Street Food"", ""North Indian"", ""Italian""]"
U04495,Dayita Arora,Jaipur,Health,non-veg,[],5,14,591,12,586,"[""Italian"", ""Street Food"", ""Biryani""]"
U04496,Pratyush Nath,Pune,Occasional,none,[0],33,2,518,2,252,"[""Cafe"", ""Mughlai""]"
U04497,Xalak Rama,Kolkata,Occasional,veg,[],18,2,461,2,385,"[""Mughlai""]"
U04498,Tanvi Raman,Bangalore,Family,non-veg,[],6,14,805,30,1199,"[""Biryani"", ""Street Food"", ""Chinese""]"
U04499,Vyanjana Srinivasan,Mumbai,Budget,veg,[5],3,28,324,40,252,"[""Continental""]"
U04500,Yuvraj Brahmbhatt,Delhi,Family,non-veg,[],3,14,870,27,720,"[""Chinese""]"
U04501,Aadi Balasubramanian,Ahmedabad,Budget,non-veg,[],2,25,265,32,290,"[""Desserts & Bakery""]"
U04502,Advay Mahal,Hyderabad,Family,veg,"[1, 3]",7,12,1442,12,624,"[""Italian"", ""Street Food"", ""Biryani""]"
U04503,Chavvi Saxena,Chennai,Occasional,veg,"[5, 6]",39,1,354,2,460,"[""Street Food"", ""North Indian""]"
U04504,Nathaniel Chatterjee,Delhi,Health,none,[],6,12,592,11,403,"[""Continental"", ""Desserts & Bakery"", ""Biryani""]"
U04505,Jhalak Kale,Pune,Budget,none,"[0, 1, 6]",8,24,279,15,291,"[""North Indian""]"
U04506,Pallavi Pradhan,Delhi,Premium,none,[],1,10,998,21,599,"[""Italian"", ""North Indian"", ""Mughlai""]"
U04507,Ati Sahni,Ahmedabad,Family,none,[4],2,15,1065,38,531,"[""North Indian""]"
U04508,Chameli Banerjee,Jaipur,Family,non-veg,[],3,13,1062,12,903,"[""North Indian""]"
U04509,Chasmum Dhar,Delhi,Budget,veg,[3],6,23,285,43,186,"[""North Indian""]"
U04510,Tanmayi Jayaraman,Hyderabad,Premium,veg,"[2, 4, 6]",1,12,675,15,743,"[""Cafe"", ""Mughlai"", ""Street Food""]"
U04511,Azaan Soni,Mumbai,Budget,non-veg,[],6,15,288,22,176,"[""Continental""]"
U04512,Akshay Chowdhury,Kolkata,Premium,veg,"[0, 4, 5]",4,12,558,21,505,"[""Mughlai""]"
U04513,Wahab Shah,Bangalore,Health,non-veg,[],6,12,474,20,437,"[""Cafe"", ""Continental""]"
U04514,Anamika Bajaj,Mumbai,Occasional,none,[],24,2,450,1,484,"[""North Indian""]"
U04515,Dev Dua,Ahmedabad,Budget,veg,[1],6,25,186,25,179,"[""Italian""]"
U04516,Dhruv Rao,Mumbai,Family,non-veg,[],2,12,864,17,634,"[""Street Food""]"
U04517,Ayushman Barad,Delhi,Occasional,non-veg,[],13,1,294,4,434,"[""Continental""]"
U04518,Rachana Shroff,Mumbai,Health,non-veg,"[0, 3, 5]",5,7,399,24,437,"[""Italian""]"
U04519,Parth Arya,Delhi,Budget,veg,[],3,13,300,15,221,"[""Street Food""]"
U04520,Dev Mand,Delhi,Budget,veg,[],4,12,180,48,213,"[""Italian"", ""Continental""]"
U04521,Varenya Jain,Jaipur,Budget,non-veg,[6],7,14,297,38,238,"[""Mughlai""]"
U04522,Arjun Magar,Delhi,Family,none,[0],3,12,703,20,556,"[""South Indian"", ""North Indian"", ""Continental""]"
U04523,Wahab Sem,Mumbai,Budget,non-veg,"[1, 6]",2,12,284,29,216,"[""Mughlai"", ""Continental""]"
U04524,Chaitanya Saran,Kolkata,Occasional,veg,[],28,3,464,5,251,"[""South Indian""]"
U04525,Vincent Batta,Hyderabad,Occasional,non-veg,[],17,1,249,6,241,"[""South Indian"", ""Cafe"", ""North Indian""]"
U04526,Januja Chakrabarti,Hyderabad,Family,veg,[],5,10,1217,36,753,"[""North Indian"", ""Street Food""]"
U04527,Tanmayi Sodhi,Mumbai,Health,veg,[],11,6,623,23,336,"[""Continental""]"
U04528,Kashvi Prabhu,Delhi,Budget,non-veg,[3],6,11,268,27,153,"[""Desserts & Bakery""]"
U04529,Ekani Palan,Hyderabad,Family,veg,[4],3,15,801,33,914,"[""Desserts & Bakery"", ""Street Food"", ""Continental""]"
U04530,Owen Ratti,Chennai,Occasional,non-veg,[],32,2,370,6,307,"[""Cafe"", ""Mughlai"", ""North Indian""]"
U04531,Unni Palan,Mumbai,Family,veg,[3],7,14,964,13,1053,"[""Cafe"", ""North Indian"", ""Mughlai""]"
U04532,Manbir Talwar,Bangalore,Health,none,[],8,8,353,22,442,"[""Biryani"", ""Street Food"", ""South Indian""]"
U04533,Jagvi Sankaran,Pune,Budget,non-veg,[],9,23,208,28,188,"[""Cafe"", ""Italian""]"
U04534,Zehaan Devan,Bangalore,Budget,non-veg,[],4,20,330,45,173,"[""Mughlai"", ""Street Food"", ""Chinese""]"
U04535,Jagrati Shukla,Mumbai,Budget,non-veg,[],3,14,304,32,269,"[""South Indian""]"
U04536,Nitesh Basak,Lucknow,Budget,non-veg,[0],4,10,204,23,257,"[""Cafe"", ""North Indian""]"
U04537,Yashawini Dhillon,Delhi,Health,non-veg,[],2,10,661,17,446,"[""Mughlai"", ""North Indian""]"
U04538,Nathaniel Dewan,Bangalore,Budget,none,[0],4,22,162,20,295,"[""Desserts & Bakery"", ""Italian""]"
U04539,Meghana Bumb,Ahmedabad,Occasional,none,[2],42,4,383,2,310,"[""Continental"", ""Chinese"", ""South Indian""]"
U04540,Isaac Thaker,Pune,Premium,non-veg,[1],3,19,966,10,555,"[""Biryani""]"
U04541,Zinal Chawla,Jaipur,Family,veg,"[0, 2]",4,10,905,20,705,"[""Continental"", ""Desserts & Bakery""]"
U04542,Aachal Gala,Delhi,Budget,veg,[],1,25,291,47,220,"[""Italian"", ""South Indian""]"
U04543,Gaurika Suresh,Mumbai,Family,veg,[4],1,9,1486,18,869,"[""Chinese""]"
U04544,Eshana Prakash,Kolkata,Occasional,veg,[0],40,1,224,1,421,"[""South Indian"", ""Mughlai"", ""Cafe""]"
U04545,Maya Kanda,Chennai,Budget,veg,[5],3,16,312,34,183,"[""Mughlai"", ""Cafe"", ""North Indian""]"
U04546,Nikita Cherian,Delhi,Premium,none,[],5,5,1019,31,868,"[""Biryani"", ""North Indian"", ""Italian""]"
U04547,Sudiksha Dugal,Ahmedabad,Occasional,veg,"[3, 6]",26,2,275,7,380,"[""South Indian"", ""Continental""]"
U04548,Aadi Thaman,Bangalore,Family,non-veg,"[4, 5]",4,14,999,15,943,"[""Biryani""]"
U04549,Warhi Dhawan,Chennai,Occasional,veg,"[2, 4]",43,4,349,3,497,"[""Chinese"", ""North Indian""]"
U04550,Damini Khurana,Lucknow,Family,non-veg,[],5,8,974,30,1182,"[""South Indian"", ""Chinese"", ""Continental""]"
U04551,Chavvi Kadakia,Chennai,Health,none,[],13,14,548,10,377,"[""Desserts & Bakery""]"
U04552,Rayaan Bajwa,Mumbai,Budget,non-veg,[],6,10,297,47,297,"[""North Indian"", ""South Indian""]"
U04553,Azaan Merchant,Pune,Budget,non-veg,[],5,11,313,40,257,"[""Italian"", ""Biryani""]"
U04554,Sarthak Grewal,Kolkata,Occasional,none,[],15,1,481,1,368,"[""Biryani"", ""Mughlai""]"
U04555,Ekalinga Kulkarni,Mumbai,Health,non-veg,[],4,10,644,19,473,"[""Cafe"", ""Chinese"", ""South Indian""]"
U04556,Jagat Sami,Pune,Health,veg,[],4,13,617,16,454,"[""North Indian"", ""Desserts & Bakery""]"
U04557,Neha Anne,Mumbai,Occasional,non-veg,[],33,1,284,1,241,"[""Street Food"", ""Italian"", ""Mughlai""]"
U04558,Hemal Rama,Hyderabad,Premium,veg,[5],4,6,927,18,520,"[""Street Food"", ""Mughlai""]"
U04559,Sathvik Modi,Chennai,Occasional,non-veg,"[0, 1, 4]",10,2,507,5,422,"[""Biryani""]"
U04560,Vanya Barman,Ahmedabad,Family,non-veg,[5],9,10,586,18,844,"[""Chinese"", ""Cafe""]"
U04561,Azad Tata,Bangalore,Premium,none,[],2,19,536,26,994,"[""Desserts & Bakery""]"
U04562,Indali Balasubramanian,Delhi,Health,vegan,[3],8,11,488,16,587,"[""Italian"", ""Biryani""]"
U04563,Urvashi Rajagopal,Chennai,Budget,none,[3],2,11,210,18,287,"[""Continental"", ""South Indian"", ""Italian""]"
U04564,Pahal Panchal,Ahmedabad,Occasional,none,[],11,4,521,2,447,"[""South Indian"", ""Street Food"", ""Biryani""]"
U04565,Avi Rai,Delhi,Budget,none,[0],9,25,296,45,296,"[""Biryani"", ""Continental"", ""South Indian""]"
U04566,Vinaya Chadha,Hyderabad,Premium,none,[],4,9,905,21,887,"[""Continental""]"
U04567,Zayyan Chanda,Hyderabad,Occasional,veg,"[1, 4, 5]",12,1,524,2,299,"[""North Indian""]"
U04568,Yatan Chandra,Bangalore,Occasional,veg,[],43,4,409,1,324,"[""Mughlai""]"
U04569,Ladli Nazareth,Delhi,Family,none,[],1,17,829,37,716,"[""North Indian"", ""Mughlai""]"
U04570,Upasna Banerjee,Hyderabad,Premium,veg,[],6,6,1076,29,741,"[""Street Food""]"
U04571,Dayita Seth,Bangalore,Family,veg,"[1, 2]",7,8,981,32,1155,"[""Street Food""]"
U04572,Nirja Chandran,Mumbai,Budget,veg,[],5,14,348,43,235,"[""Biryani"", ""Chinese""]"
U04573,Kabir Bala,Delhi,Family,veg,[0],6,18,1057,15,1077,"[""Desserts & Bakery""]"
U04574,Ekapad Thakkar,Delhi,Premium,none,[],2,18,782,17,563,"[""Mughlai""]"
U04575,Ubika Maharaj,Delhi,Budget,veg,[6],2,18,164,41,162,"[""North Indian"", ""Italian"", ""Chinese""]"
U04576,Chanakya Kulkarni,Mumbai,Premium,none,[4],1,12,1152,20,757,"[""South Indian"", ""Cafe"", ""North Indian""]"
U04577,Zansi Swaminathan,Mumbai,Occasional,non-veg,[4],42,4,293,7,393,"[""Desserts & Bakery"", ""Continental""]"
U04578,Siya Memon,Kolkata,Budget,non-veg,"[4, 5]",5,13,262,27,224,"[""Street Food"", ""Desserts & Bakery"", ""Italian""]"
U04579,Balveer Mannan,Lucknow,Budget,non-veg,[],2,12,168,22,277,"[""Biryani"", ""Italian""]"
U04580,Pooja Choudhary,Mumbai,Budget,veg,"[1, 4, 6]",2,15,295,24,200,"[""Continental""]"
U04581,Faraj Issac,Hyderabad,Occasional,veg,[],23,2,494,5,279,"[""Italian"", ""Biryani""]"
U04582,Vedika Krish,Hyderabad,Health,vegan,"[0, 2, 5]",6,9,465,22,429,"[""North Indian"", ""Chinese"", ""South Indian""]"
U04583,Lila Goda,Kolkata,Premium,veg,"[1, 5]",5,12,618,27,751,"[""Biryani"", ""Italian""]"
U04584,Caleb Mittal,Bangalore,Budget,non-veg,[],7,10,328,40,201,"[""Chinese""]"
U04585,Udant Oak,Delhi,Budget,none,[],3,24,206,15,171,"[""Biryani"", ""Chinese""]"
U04586,Veer Saxena,Hyderabad,Budget,none,[],9,16,329,18,219,"[""Italian"", ""North Indian""]"
U04587,Harrison Gala,Mumbai,Budget,none,"[0, 1, 6]",8,14,219,33,299,"[""North Indian"", ""Italian""]"
U04588,Kevin Bajwa,Bangalore,Budget,non-veg,[],4,25,278,15,199,"[""Mughlai"", ""Continental""]"
U04589,Watika Peri,Pune,Budget,none,"[2, 3]",5,12,160,40,171,"[""Desserts & Bakery"", ""Street Food""]"
U04590,Ansh Vohra,Mumbai,Health,veg,[],13,6,636,23,387,"[""Continental""]"
U04591,Hitesh Sahota,Delhi,Family,non-veg,[],4,11,910,37,621,"[""Biryani""]"
U04592,Bahadurjit Mallick,Pune,Budget,non-veg,[],8,27,230,36,189,"[""Mughlai"", ""Biryani"", ""North Indian""]"
